id,listing_url,scrape_id,last_scraped,source,name,description,neighborhood_overview,picture_url,host_id,host_url,host_name,host_since,host_location,host_country,host_about,host_response_time,host_response_rate,host_acceptance_rate,host_is_superhost,host_thumbnail_url,host_picture_url,host_neighbourhood,host_listings_count,host_total_listings_count,host_verifications,host_has_profile_pic,host_identity_verified,neighbourhood,neighbourhood_cleansed,neighbourhood_group_cleansed,latitude,longitude,property_type,room_type,accommodates,bathrooms,bathrooms_text,bedrooms,beds,amenities,price,minimum_nights,maximum_nights,minimum_minimum_nights,maximum_minimum_nights,minimum_maximum_nights,maximum_maximum_nights,minimum_nights_avg_ntm,maximum_nights_avg_ntm,calendar_updated,has_availability,availability_30,availability_60,availability_90,availability_365,calendar_last_scraped,number_of_reviews,number_of_reviews_ltm,number_of_reviews_l30d,first_review,last_review,review_scores_rating,review_scores_accuracy,review_scores_cleanliness,review_scores_checkin,review_scores_communication,review_scores_location,review_scores_value,instant_bookable,calculated_host_listings_count,calculated_host_listings_count_entire_homes,calculated_host_listings_count_private_rooms,calculated_host_listings_count_shared_rooms,reviews_per_month
"9,08667414225283E+017",https://www.airbnb.com/rooms/908667414225283326,20230612205741,2023-06-13,city scrape,Rental unit in Lisboa · ★New · 1 bedroom · 1 bed · 1 bath,"Escape to the famous streets of Lisbon's Bairro Alto and get ready for an unforgettable holiday experience. We proudly present our charming Marquês studio that will be your home away from home during your time in this vibrant city. Offering an enticing blend of comfort, convenience, and modern amenities, this is the perfect place to create lasting holiday memories. <br /> <br />The studio has a private bathroom, ensuring that your personal space is always at hand.<br /><br /><b>The space</b><br />Escape to the famous streets of Lisbon's Bairro Alto and get ready for an unforgettable holiday experience. We proudly present our charming Marquês studio that will be your home away from home during your time in this vibrant city. Offering an enticing blend of comfort, convenience, and modern amenities, this is the perfect place to create lasting holiday memories. <br /> <br />The studio has a private bathroom, ensuring that your personal space is always at hand. Freshen up with ease and enjo",,https://a0.muscache.com/pictures/prohost-api/Hosting-908667414225283326/original/a6cb9aa1-0e2e-4fde-b5b7-df3981c5dd76.jpeg,15900664,https://www.airbnb.com/users/show/15900664,LisBeyond,2014-05-23,Portugal,,"Hi, we are LisBeyond. A property management company in the Greater Lisbon area, Porto, and the Algarve :-) We have been working in tourism for many years now and we love sharing the many beautiful sights of the country with our guests.

We, five friends, started LisBeyond in 2018, to share our passion for this amazing country with our guests. We are a young, international, and out-going team, always ready to make sure that you have the best time in Lisbon, Porto, or the Algarve. Before, during or even after your travels we are here to help you with anything you need. 

Besides our beautiful apartments, houses and villas, and sharing our personal local tips, we offer various exciting experiences. Food experiences, yoga, surf, private diners (one of us happens to be a professional chef ;-)) or tours, you name it! We have loads of cool things in store for you. Simply share your ideas with us, we are happy to start crafting some plans together with you. 

See you soon in Portugal! ",within an hour,99%,99%,f,https://a0.muscache.com/im/pictures/user/3d493953-8a12-4f78-80e0-59b80e848377.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/3d493953-8a12-4f78-80e0-59b80e848377.jpg?aki_policy=profile_x_medium,Alcântara,105,118,"['email', 'phone']",t,t,,Misericrdia,Lisboa,38.70991833397714,-9.143747865228216,Private room in rental unit,Private room,2,,1 bath,1,1,"[""Essentials"", ""Bed linens"", ""Refrigerator"", ""Stove"", ""TV"", ""Air conditioning"", ""Smoking allowed"", ""Cooking basics"", ""Wifi"", ""Kitchen"", ""Microwave"", ""Dishes and silverware"", ""Coffee maker"", ""Hair dryer""]",$65.00,1,1125,2,4,2,1125,3.5,57.1,,t,24,54,84,359,2023-06-13,0,0,0,,,,,,,,,,t,58,35,23,0,,
"9,08667505006534E+017",https://www.airbnb.com/rooms/908667505006533806,20230612205741,2023-06-13,city scrape,Rental unit in Lisboa · ★New · 1 bedroom · 1 bed · 1 bath,"Welcome to the famous streets of Lisbon's Bairro Alto where you will have an unforgettable holiday experience. We proudly present our lovely studio that will be your home away from home during your time in this vibrant city. Offering an enticing blend of comfort, convenience, and modern amenities, this is the perfect place to create lasting memories. <br /> <br />Step into your cozy haven, where a comfortable double bed awaits!<br /><br /><b>The space</b><br />Welcome to the famous streets of Lisbon's Bairro Alto where you will have an unforgettable holiday experience. We proudly present our lovely studio that will be your home away from home during your time in this vibrant city. Offering an enticing blend of comfort, convenience, and modern amenities, this is the perfect place to create lasting memories. <br /> <br />Step into your cozy haven, where a comfortable double bed awaits! Wake up refreshed and ready to explore the wonders of Lisbon, knowing that your private oasis awaits yo",,https://a0.muscache.com/pictures/prohost-api/Hosting-908667505006533806/original/b0e9b0d0-8631-4c4f-a9c7-7787cc955d95.jpeg,15900664,https://www.airbnb.com/users/show/15900664,LisBeyond,2014-05-23,Portugal,,"Hi, we are LisBeyond. A property management company in the Greater Lisbon area, Porto, and the Algarve :-) We have been working in tourism for many years now and we love sharing the many beautiful sights of the country with our guests.

We, five friends, started LisBeyond in 2018, to share our passion for this amazing country with our guests. We are a young, international, and out-going team, always ready to make sure that you have the best time in Lisbon, Porto, or the Algarve. Before, during or even after your travels we are here to help you with anything you need. 

Besides our beautiful apartments, houses and villas, and sharing our personal local tips, we offer various exciting experiences. Food experiences, yoga, surf, private diners (one of us happens to be a professional chef ;-)) or tours, you name it! We have loads of cool things in store for you. Simply share your ideas with us, we are happy to start crafting some plans together with you. 

See you soon in Portugal! ",within an hour,99%,99%,f,https://a0.muscache.com/im/pictures/user/3d493953-8a12-4f78-80e0-59b80e848377.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/3d493953-8a12-4f78-80e0-59b80e848377.jpg?aki_policy=profile_x_medium,Alcântara,105,118,"['email', 'phone']",t,t,,Misericrdia,Lisboa,38.70979155165257,-9.142470812590973,Private room in rental unit,Private room,2,,1 bath,1,1,"[""Essentials"", ""Bed linens"", ""Refrigerator"", ""Stove"", ""TV"", ""Air conditioning"", ""Smoking allowed"", ""Cooking basics"", ""Wifi"", ""Kitchen"", ""Microwave"", ""Dishes and silverware"", ""Coffee maker"", ""Hair dryer""]",$65.00,1,1125,2,4,2,1125,3.5,81.2,,t,11,30,60,335,2023-06-13,0,0,0,,,,,,,,,,t,58,35,23,0,,
"9,08667647487973E+017",https://www.airbnb.com/rooms/908667647487972472,20230612205741,2023-06-13,city scrape,Rental unit in Lisboa · ★New · 1 bedroom · 1 bed · 1 bath,"Step into the vibrant neighborhood of Bairro Alto and uncover the hidden treasure that is Gáveas Studio. Located in the heart of Lisbon, this charming and newly renovated studio is a perfect pick for your stay, offering a delightful escape from the hustle and bustle of the city. <br /> <br />As you step inside Gáveas Studio, you'll immediately feel a sense of warmth and coziness enveloping you. Natural light pours in through the windows, casting a soft glow on the stylishly designed space.<br /><br /><b>The space</b><br />Step into the vibrant neighborhood of Bairro Alto and uncover the hidden treasure that is Gáveas Studio. Located in the heart of Lisbon, this charming and newly renovated studio is a perfect pick for your stay, offering a delightful escape from the hustle and bustle of the city. <br /> <br />As you step inside Gáveas Studio, you'll immediately feel a sense of warmth and coziness enveloping you. Natural light pours in through the windows, casting a soft glow on the sty",,https://a0.muscache.com/pictures/prohost-api/Hosting-908667647487972472/original/9e2df21d-553f-4655-951d-b426bf3a75da.jpeg,15900664,https://www.airbnb.com/users/show/15900664,LisBeyond,2014-05-23,Portugal,,"Hi, we are LisBeyond. A property management company in the Greater Lisbon area, Porto, and the Algarve :-) We have been working in tourism for many years now and we love sharing the many beautiful sights of the country with our guests.

We, five friends, started LisBeyond in 2018, to share our passion for this amazing country with our guests. We are a young, international, and out-going team, always ready to make sure that you have the best time in Lisbon, Porto, or the Algarve. Before, during or even after your travels we are here to help you with anything you need. 

Besides our beautiful apartments, houses and villas, and sharing our personal local tips, we offer various exciting experiences. Food experiences, yoga, surf, private diners (one of us happens to be a professional chef ;-)) or tours, you name it! We have loads of cool things in store for you. Simply share your ideas with us, we are happy to start crafting some plans together with you. 

See you soon in Portugal! ",within an hour,99%,99%,f,https://a0.muscache.com/im/pictures/user/3d493953-8a12-4f78-80e0-59b80e848377.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/3d493953-8a12-4f78-80e0-59b80e848377.jpg?aki_policy=profile_x_medium,Alcântara,105,118,"['email', 'phone']",t,t,,Misericrdia,Lisboa,38.71063,-9.14432,Private room in rental unit,Private room,2,,1 bath,1,1,"[""Essentials"", ""Bed linens"", ""Refrigerator"", ""Stove"", ""TV"", ""Air conditioning"", ""Smoking allowed"", ""Cooking basics"", ""Wifi"", ""Kitchen"", ""Microwave"", ""Dishes and silverware"", ""Coffee maker"", ""Hair dryer""]",$65.00,1,1125,2,4,2,1125,3.5,60.5,,t,25,55,85,360,2023-06-13,0,0,0,,,,,,,,,,t,58,35,23,0,,
"9,08667717046335E+017",https://www.airbnb.com/rooms/908667717046335165,20230612205741,2023-06-13,city scrape,Rental unit in Lisboa · ★New · 1 bedroom · 1 bed · 1 bath,"The <b>rent by room in Lisbon</b> has 1 bedrooms and capacity for 2 people. <br>Accommodation of 30 m² cozy and has new furniture. <br>It is located in a a family-friendly zone and in a residential complex.<br>The accommodation is equipped with the following items: internet (Wi-Fi), hair dryer, air-conditioned, 1 TV.<br>The open plan kitchen, is equipped with refrigerator, microwave, dishes/cutlery, kitchen utensils, coffee machine and kettle.<br /><br /><b>The space</b><br />The <b>rent by room in Lisbon</b> has 1 bedrooms and capacity for 2 people. <br>Accommodation of 30 m² cozy and has new furniture. <br>It is located in a a family-friendly zone and in a residential complex.<br>The accommodation is equipped with the following items: internet (Wi-Fi), hair dryer, air-conditioned, 1 TV.<br>The open plan kitchen, is equipped with refrigerator, microwave, dishes/cutlery, kitchen utensils, coffee machine and kettle.<br /><br /><b>Other things to note</b><br />Optional services<br /><br ",,https://a0.muscache.com/pictures/prohost-api/Hosting-908667717046335165/original/e08b2f5f-eb52-469d-9011-4f43bd2abb56.jpeg,15900664,https://www.airbnb.com/users/show/15900664,LisBeyond,2014-05-23,Portugal,,"Hi, we are LisBeyond. A property management company in the Greater Lisbon area, Porto, and the Algarve :-) We have been working in tourism for many years now and we love sharing the many beautiful sights of the country with our guests.

We, five friends, started LisBeyond in 2018, to share our passion for this amazing country with our guests. We are a young, international, and out-going team, always ready to make sure that you have the best time in Lisbon, Porto, or the Algarve. Before, during or even after your travels we are here to help you with anything you need. 

Besides our beautiful apartments, houses and villas, and sharing our personal local tips, we offer various exciting experiences. Food experiences, yoga, surf, private diners (one of us happens to be a professional chef ;-)) or tours, you name it! We have loads of cool things in store for you. Simply share your ideas with us, we are happy to start crafting some plans together with you. 

See you soon in Portugal! ",within an hour,99%,99%,f,https://a0.muscache.com/im/pictures/user/3d493953-8a12-4f78-80e0-59b80e848377.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/3d493953-8a12-4f78-80e0-59b80e848377.jpg?aki_policy=profile_x_medium,Alcântara,105,118,"['email', 'phone']",t,t,,Misericrdia,Lisboa,38.71214,-9.14456,Private room in rental unit,Private room,2,,1 bath,1,1,"[""Essentials"", ""Bed linens"", ""Refrigerator"", ""Stove"", ""TV"", ""Air conditioning"", ""Smoking allowed"", ""Cooking basics"", ""Wifi"", ""Kitchen"", ""Microwave"", ""Dishes and silverware"", ""Coffee maker"", ""Hair dryer""]",$65.00,1,1125,1,4,1125,1125,3.5,1125.0,,t,30,60,90,359,2023-06-13,0,0,0,,,,,,,,,,t,58,35,23,0,,
"9,07228847226368E+017",https://www.airbnb.com/rooms/907228847226367820,20230612205741,2023-06-13,city scrape,Home in Colares · ★New · 4 bedrooms · 4 beds · 3 baths,"Abrace a simplicidade neste lugar tranquilo e bem-localizado.<br /><br /><b>The space</b><br />Casa com dois pisos, isolada piscina, jardim, estacionamento para 4 viaturas<br /><br /><b>Other things to note</b><br />Local muito tranquilo, propício a caminhadas pelo pinhal, a 15 minutos da praia a pé e a 5 minutos de carro<br /><br /><b>License number</b><br />Exempt",Lugar muito tranquilo no pinhal,https://a0.muscache.com/pictures/miso/Hosting-907228847226367820/original/f32e1b27-6c89-41d2-94e8-04d9a7f19900.jpeg,518397248,https://www.airbnb.com/users/show/518397248,Magda,2023-06-05,Lisbon, Portugal,,N/A,N/A,N/A,f,https://a0.muscache.com/defaults/user_pic-50x50.png?v=3,https://a0.muscache.com/defaults/user_pic-225x225.png?v=3,,1,1,['phone'],f,t,Colares,Colares,Sintra,38.8097202,-9.4445113,Entire home,Entire home/apt,8,,3 baths,4,4,"[""Coffee maker: espresso machine"", ""Mini fridge"", ""AEG stainless steel induction stove"", ""Dining table"", ""Iron"", ""First aid kit"", ""Wifi"", ""Kitchen"", ""Washer"", ""Barbecue utensils"", ""Hair dryer"", ""BBQ grill"", ""Essentials"", ""Fire extinguisher"", ""Refrigerator"", ""Aej stainless steel single oven"", ""Portable fans"", ""TV"", ""Hot water"", ""Pocket wifi"", ""Sun loungers"", ""Cleaning products"", ""Cooking basics"", ""Wine glasses"", ""Private backyard"", ""Microwave"", ""Private pool"", ""Extra pillows and blankets"", ""Bathtub"", ""Outdoor shower"", ""Beach access"", ""Laundromat nearby"", ""Luggage dropoff allowed"", ""Freezer"", ""Free parking on premises"", ""Children\u2019s dinnerware"", ""Bidet"", ""Blender"", ""Free street parking"", ""Toaster"", ""Garden view"", ""Outdoor dining area"", ""Drying rack for clothing"", ""Clothing storage: closet"", ""Free dryer"", ""Bed linens"", ""Hot water kettle"", ""Outdoor furniture"", ""Pool view"", ""Indoor fireplace"", ""Long term stays allowed"", ""Private entrance"", ""Outlet covers"", ""Central heating"", ""Private patio or balcony"", ""Smoking allowed"", ""Portable heater"", ""Baking sheet"", ""Dishes and silverware"", ""Dishwasher"", ""Hangers""]",$418.00,3,365,3,3,365,365,3.0,365.0,,t,27,57,87,362,2023-06-13,0,0,0,,,,,,,,,,f,1,1,0,0,,
"9,07267189631042E+017",https://www.airbnb.com/rooms/907267189631041962,20230612205741,2023-06-13,city scrape,Rental unit in Lisboa · ★New · 2 bedrooms · 2 beds · 1 bath,"Aproveite Lisboa no nosso novo apartamento remodelado com azulejos típicos e ilustrações de autor.<br /><br />Neste bairro vai encontrar todo o sossego para descansar ao final de um dia de passeio ou trabalhar remotamente com vista para uma praceta cheia de árvores. Há muito comércio local.<br /><br />Monsanto fica a menos de 5 minutos a pé, para caminhadas e passeios de bicicleta.<br /><br />O Metro e o jardim zoológico ficam a 10 minutos a pé e conseguirá estar no centro de Lisboa em menos de 20 min!<br /><br /><b>License number</b><br />139923/AL",,https://a0.muscache.com/pictures/66af5e1b-6e76-4a8f-91c9-c4f8e1e3f4ef.jpg,3755705,https://www.airbnb.com/users/show/3755705,Luís Tiago,2012-10-04,Lisbon, Portugal,"We love to help people have excellent and special vacations!
Myself I'm a lonely planet guide fan, and what I love best is to be able to offer my guests the inside information you would never have while staying at a ""standard"" hotel.

We have had so many nice people staying with us, it is always a pleasure to feel that our guests have enjoyed staying in Lisbon",within an hour,100%,88%,t,https://a0.muscache.com/im/users/3755705/profile_pic/1349359199/original.jpg?aki_policy=profile_small,https://a0.muscache.com/im/users/3755705/profile_pic/1349359199/original.jpg?aki_policy=profile_x_medium,São João de Deus,3,3,['phone'],t,t,,So Domingos de Benfica,Lisboa,38.743706107908665,-9.18154420406989,Entire rental unit,Entire home/apt,4,,1 bath,2,2,"[""Clothing storage: closet and wardrobe"", ""Coffee maker: espresso machine"", ""Dining table"", ""Iron"", ""Dedicated workspace"", ""Host greets you"", ""First aid kit"", ""Kitchen"", ""Body soap"", ""Washer"", ""Hair dryer"", ""Essentials"", ""Fire extinguisher"", ""Refrigerator"", ""Portable fans"", ""Oven"", ""TV"", ""Hot water"", ""Coffee"", ""Cleaning products"", ""Cooking basics"", ""Wine glasses"", ""Microwave"", ""Shampoo"", ""Extra pillows and blankets"", ""Bathtub"", ""Laundromat nearby"", ""Stove"", ""Freezer"", ""Shower gel"", ""Books and reading material"", ""Toaster"", ""Drying rack for clothing"", ""Bed linens"", ""Room-darkening shades"", ""Hot water kettle"", ""Long term stays allowed"", ""Paid parking on premises"", ""Dishes and silverware"", ""Dishwasher"", ""Fast wifi \u2013 491 Mbps"", ""Hangers""]",$149.00,3,365,2,3,365,365,2.9,365.0,,t,27,57,87,362,2023-06-13,0,0,0,,,,,,,,,,f,2,2,0,0,,
"9,07267394926217E+017",https://www.airbnb.com/rooms/907267394926216582,20230612205741,2023-06-13,city scrape,Villa in Sintra · ★New · 3 bedrooms · 4 beds · 2.5 baths,"Localizada no centro de São Pedro de Sintra, em Sintra. Ideal para aqueles que querem um local sossegado no entanto a poucos minutos a pé dos principais caminhos/trilhas e atrações em Sintra. Restaurantes, Bares e outros serviços comerciais estão próximos e a poucos minutos a pé da casa. A uma distância de carro curta (a cerca de 15'-20' minutos) é possível chegar às principais praias de Sintra, Estoril e Cascais.<br /><br /><b>The space</b><br />É o andar térreo e principal de uma Villa (Casa), com uma Sala de Estar e Jantar, Cozinha, 2 Suites com camas de Casal e mais um Quarto com 2 Camas Individuais. A Casa é toda ela rodeada de um pequeno jardim privativo onde pode desfrutar de refeições ao ar livre ou por e simplesmente desfrutar das vistas directas sobre a Serra de Sintra e para o lado Este na direcção de Lisboa.<br />A casa dispõe de Estacionamento Privativo na Casa com acesso através de um portão com comando.<br /><br /><b>Guest access</b><br />Jardim à volta de toda a casa as","A casa está bem perto do largo principal de São Pedro de Sintra. Junto à Serra de Sintra e perto de todos os serviços principais. A partir da casa pode fazer toda a visita em Sintra caminhando, se for essa a sua preferência!",https://a0.muscache.com/pictures/miso/Hosting-907267394926216582/original/93f6c093-63d6-4cfc-ad24-2db502c25ecc.jpeg,7517860,https://www.airbnb.com/users/show/7517860,Rodrigo,2013-07-16,Sintra, Portugal,,within an hour,100%,100%,f,https://a0.muscache.com/im/users/7517860/profile_pic/1435678213/original.jpg?aki_policy=profile_small,https://a0.muscache.com/im/users/7517860/profile_pic/1435678213/original.jpg?aki_policy=profile_x_medium,,3,4,"['email', 'phone']",t,t,Sintra,"S.Maria, S.Miguel, S.Martinho, S.Pedro Penaferrim",Sintra,38.78928020662034,-9.378992715344234,Entire villa,Entire home/apt,6,,2.5 baths,3,4,"[""Mini fridge"", ""Dining table"", ""Iron"", ""Dedicated workspace"", ""Host greets you"", ""First aid kit"", ""Wifi"", ""Kitchen"", ""Washer"", ""Barbecue utensils"", ""Hair dryer"", ""BBQ grill"", ""Essentials"", ""Fire extinguisher"", ""Backyard"", ""Refrigerator"", ""Oven"", ""Coffee"", ""Hot water"", ""Ethernet connection"", ""Cleaning products"", ""Cooking basics"", ""Wine glasses"", ""Microwave"", ""Shampoo"", ""Coffee maker"", ""Extra pillows and blankets"", ""Stove"", ""Luggage dropoff allowed"", ""Freezer"", ""Free parking on premises"", ""Shower gel"", ""Books and reading material"", ""Free street parking"", ""Toaster"", ""Garden view"", ""Indoor fireplace: wood-burning"", ""Outdoor dining area"", ""Drying rack for clothing"", ""Clothing storage: closet"", ""Dryer"", ""Bed linens"", ""Room-darkening shades"", ""Sound system"", ""Hot water kettle"", ""Patio or balcony"", ""Outdoor furniture"", ""Air conditioning"", ""TV with standard cable"", ""Mountain view"", ""Dishes and silverware"", ""Dishwasher"", ""Hangers""]",$280.00,5,30,5,5,30,30,5.0,30.0,,t,25,55,85,360,2023-06-13,0,0,0,,,,,,,,,,f,3,3,0,0,,
"9,07283413103843E+017",https://www.airbnb.com/rooms/907283413103842925,20230612205741,2023-06-13,city scrape,Rental unit in Lisboa · ★New · 1 bedroom · 1 bed · 1 shared bath,"Quarto em ambiente muito calmo numa localização central. Estamos mesmo junto à baixa da cidade mas numa zona pedonal sem trânsito fora da confusão e por isso num lugar muito tranquilo. O quarto recebe sol todo o dia por uma grande janela mas a casa possue uma climatizacão natural muito interessante.<br /><br /><b>The space</b><br />Trata-se de um pequeno quarto muito acolhedor com cerca de 12 m2 num apartamento com cerca de 80 m2. Para além deste quarto o apartamento é constituído por mais dois quartos grandes cada um com um espaço de trabalho dedicado e privado, tem uma pequena cozinha completamente equipada, possui dois frigoríficos (não tem máquina de lavar louça) e possui uma mesa para 2 pessoas. Tem também uma casa de banho. O apartamento não tem sala de estar.<br /><br /><b>Guest access</b><br />Para alem do seu quarto privado, os hóspedes partilham e terão acesso à cozinha e à casa de banho. Não existe sala de estar.<br /><br /><b>Other things to note</b><br />O apartamento tem ","O bairro da Mouraria é um bairro típico muito original, tradicional e pessoal, aqui vivem ainda muitos locais, o mais interessante é que o bairro de acesso muito facilitado e de onde se pode ver o pôr-do-sol.",https://a0.muscache.com/pictures/miso/Hosting-907283413103842925/original/07d050f4-5ce0-4b9b-9bb7-fc24d191c800.jpeg,513592076,https://www.airbnb.com/users/show/513592076,Paulo,2023-05-07,Lisbon, Portugal,"Olá, somos um casal e alugamos este apartamento. Aqui pode encontrar um lugar confortável, muito calmo e tranquilo, estamos no centro da cidade mas protegidos do seu ruído. Seremos um apoio à sua estadia.",within an hour,100%,0%,f,https://a0.muscache.com/im/pictures/user/User-513592076/original/cdb4f9e1-fcc4-4d9b-b5f6-636bdd60db74.jpeg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/User-513592076/original/cdb4f9e1-fcc4-4d9b-b5f6-636bdd60db74.jpeg?aki_policy=profile_x_medium,,4,4,"['email', 'phone']",t,t,Lisboa,Santa Maria Maior,Lisboa,38.7146417335616,-9.135432502341933,Private room in rental unit,Private room,1,,1 shared bath,1,1,"[""Fire extinguisher"", ""Host greets you"", ""First aid kit"", ""Kitchen"", ""Wifi"", ""Washer""]",$48.00,1,15,1,1,15,15,1.0,15.0,,t,1,1,1,164,2023-06-13,0,0,0,,,,,,,,,,f,4,1,3,0,,
"9,08668124632291E+017",https://www.airbnb.com/rooms/908668124632291329,20230612205741,2023-06-13,city scrape,Rental unit in Lisboa · ★New · 1 bedroom · 1 bed · 1 bath,"Welcome to your perfect getaway in the heart of Lisbon's vibrant Bairro Alto! Immerse yourself in the rich tapestry of this lively neighborhood as you make yourself at home in our delightful studio. With its private bathroom, kitchenette, and stunning French balcony, this is the ultimate retreat for your Lisbon adventure. <br /> <br />Step inside and discover a cozy haven designed with your comfort in mind.<br /><br /><b>The space</b><br />Welcome to your perfect getaway in the heart of Lisbon's vibrant Bairro Alto! Immerse yourself in the rich tapestry of this lively neighborhood as you make yourself at home in our delightful studio. With its private bathroom, kitchenette, and stunning French balcony, this is the ultimate retreat for your Lisbon adventure. <br /> <br />Step inside and discover a cozy haven designed with your comfort in mind. The studio features a comfortable double bed, ensuring a restful night's sleep after a day of exploring the city. Wake up feeling refreshed and r",,https://a0.muscache.com/pictures/prohost-api/Hosting-908668124632291329/original/fd700a76-cb72-409b-b019-d764dc8c7a9a.jpeg,15900664,https://www.airbnb.com/users/show/15900664,LisBeyond,2014-05-23,Portugal,,"Hi, we are LisBeyond. A property management company in the Greater Lisbon area, Porto, and the Algarve :-) We have been working in tourism for many years now and we love sharing the many beautiful sights of the country with our guests.

We, five friends, started LisBeyond in 2018, to share our passion for this amazing country with our guests. We are a young, international, and out-going team, always ready to make sure that you have the best time in Lisbon, Porto, or the Algarve. Before, during or even after your travels we are here to help you with anything you need. 

Besides our beautiful apartments, houses and villas, and sharing our personal local tips, we offer various exciting experiences. Food experiences, yoga, surf, private diners (one of us happens to be a professional chef ;-)) or tours, you name it! We have loads of cool things in store for you. Simply share your ideas with us, we are happy to start crafting some plans together with you. 

See you soon in Portugal! ",within an hour,99%,99%,f,https://a0.muscache.com/im/pictures/user/3d493953-8a12-4f78-80e0-59b80e848377.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/3d493953-8a12-4f78-80e0-59b80e848377.jpg?aki_policy=profile_x_medium,Alcântara,105,118,"['email', 'phone']",t,t,,Misericrdia,Lisboa,38.71004,-9.14289,Private room in rental unit,Private room,2,,1 bath,1,1,"[""Essentials"", ""Bed linens"", ""Refrigerator"", ""Stove"", ""TV"", ""Air conditioning"", ""Smoking allowed"", ""Cooking basics"", ""Wifi"", ""Kitchen"", ""Microwave"", ""Dishes and silverware"", ""Coffee maker"", ""Hair dryer""]",$65.00,1,1125,2,4,2,1125,3.5,68.7,,t,18,41,71,346,2023-06-13,0,0,0,,,,,,,,,,t,58,35,23,0,,
"9,08678137170178E+017",https://www.airbnb.com/rooms/908678137170178080,20230612205741,2023-06-13,city scrape,Rental unit in Lisboa · ★New · 1 bedroom · 1 bed · 1.5 baths,Cute and modern 2br flat located a few minutes from the main attractions the flat is located in a very nice area overlooking Palácio da Ajuda and the river - a beautiful communal garden with free access.<br /><br /><b>The space</b><br />A good size 2br flat with w/ open living room&kitchen with all the appliances to make you feel at home.<br /><br /><b>Other things to note</b><br />No shoes or loud noise.<br /><br /><b>License number</b><br />Exempt,Cute and very respectful area,https://a0.muscache.com/pictures/4f328fe4-e8b5-4596-96d8-e0cc38ed2d48.jpg,53950326,https://www.airbnb.com/users/show/53950326,C,2016-01-09,London, United Kingdom,"Passionate about life, love to engage with people and I believe that with every person I get to know I have something to learn.  ",within an hour,99%,99%,,https://a0.muscache.com/im/pictures/user/bbd5251b-3d10-47ce-820b-4833858964b1.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/bbd5251b-3d10-47ce-820b-4833858964b1.jpg?aki_policy=profile_x_medium,,8,8,"['email', 'phone', 'work_email']",t,t,Lisboa,Ajuda,Lisboa,38.7093,-9.19877,Entire rental unit,Entire home/apt,2,,1.5 baths,1,1,"[""Smoke alarm"", ""Iron"", ""Dedicated workspace"", ""First aid kit"", ""Wifi"", ""Body soap"", ""Washer"", ""Kitchen"", ""Hair dryer"", ""Essentials"", ""Fire extinguisher"", ""Backyard"", ""Refrigerator"", ""Conditioner"", ""Portable fans"", ""TV"", ""Hot water"", ""River view"", ""Cleaning products"", ""Cooking basics"", ""Carbon monoxide alarm"", ""Shampoo"", ""Coffee maker"", ""Extra pillows and blankets"", ""Free parking on premises"", ""Shower gel"", ""Pets allowed"", ""Garden view"", ""Drying rack for clothing"", ""Clothing storage: closet"", ""Bed linens"", ""Dishes and silverware"", ""Hangers""]",$96.00,2,365,2,2,1125,1125,2.0,1125.0,,t,5,5,5,5,2023-06-13,1,1,1,2023-06-10,2023-06-10,5.0,5.0,5.0,5.0,5.0,5.0,5.0,t,2,1,1,0,1,
